SCHOOLCODE,SCHOOLNAME,LON,LAT,LEVELTEXT,LEVEL,CLUSTER,WARD,FORTYFORTY,YEAR,ATRISKPCT,ATRISKENROLLMENT,ECEENROLLMENT,ELLENROLLMENT,SPEDENROLLMENT,TOTALENROLLMENT,AMT_ENROLLMENT,AMT_SPED,AMT_ELL,AMT_ASPECR,AMT_TITLE,AMT_SPECIALTY,AMT_PPFM,AMT_STABILIZATION,AMT_ATRISK_ENROLLMENT,AMT_ATRISK_SPED,AMT_ATRISK_ELL,AMT_ATRISK_SPECIALTY,AMT_ATRISK_ASPECR,AMT_ATRISK_STABILIZATION,AMT_ATRISK_FLEX,AMT_ATRISK,AMT_TOTAL
262,Langdon ES,-76.97708186,38.92470383,Elementary,es,6,5,FALSE,2017,0.58,180,66,11,27,311,2804787,520483,93805,7037,126176,0,0,0,16491.98838,46902.74743,0,0,75630.83302,0,204414.4312,343440,3895729
219,Bunker Hill ES,-76.98499564,38.94201213,Elementary,es,6,5,FALSE,2017,0.56,93,33,7,11,167,1873046,281416,29847,4398,65394,0,0,0,8790.5,0,0,0,53329.77064,0,115323.7294,177444,2431546
290,Noyes ES,-76.99184288,38.92517765,Elementary,es,6,5,TRUE,2017,0.7,138,36,12,41,196,1978631,900259,46903,31667,80596,0,0,0,138002.9989,0,0,0,51000.7486,0,74300.25254,263304,3301360
458,McKinley Technology HS,-77.00488219,38.9152101,High,hs,8,5,FALSE,2017,0.39,263,0,1,11,672,4611122,447853,4832,0,272588,1680585,0,0,501804,0,0,0,0,0,0,501804,7518785
435,McKinley MS,-77.00412244,38.91521979,Middle,ms,8,5,FALSE,2017,0.6,126,0,5,42,209,1889210,868852,19898,0,94508,0,0,0,240408.3,0,0,0,0,0,0,240408,3112876
420,MacFarland MS,-77.0273425,38.9439462,Middle,ms,9,4,FALSE,2017,0.68,49,0,54,10,72,1235843,93805,187611,0,27006,0,0,0,93492.4,0,0,0,0,0,0,93492,1637757
425,Empowering Males HS,-76.9348806,38.9067948,High,hs,2,7,FALSE,2017,0.89,134,0,12,25,150,1804729,375222,93805,0,49796,230000,0,0,255672.3387,0,0,0,0,0,0,255672,2809224
202,Aiton ES,-76.93370092,38.89700148,Elementary,es,4,7,TRUE,2018,0.867158672,235,,,,271,2626530.782,712710,0,45258,113176.64,0,0,78222.42091,,,,,,,,455195,3575897.843
203,Amidon-Bowen ES,-77.0181253,38.87951507,Elementary,es,3,6,TRUE,2018,0.722857143,253,,,,350,3168556.207,1034680,17760.90909,70198,154560.42,0,0,0,,,,,,,,490061,4445755.536
450,Anacostia HS,-76.98307725,38.87008373,High,hs,8,8,TRUE,2018,0.936619718,399,,,,426,4829675.81,3217826,4440.227273,72828,261577.23,0,0,392085.304,,,,,,,,772863,8778432.571
452,Ballou HS,-77.00097526,38.83938233,High,hs,8,8,TRUE,2018,0.89791438,818,,,,911,7840665.034,3371673,8880.454545,80920,405577.96,0,0,305645.0944,,,,,,,,1584466,12013361.54
462,Ballou STAY,-77.00097526,38.83938233,STAY,other,8,8,FALSE,2018,NA,NA,,,,586,2884838.685,786847,0,0,12325,0,0,50205.91076,,,,,,,,0,3734216.596
204,Bancroft ES,-77.04055344,38.93431802,Elementary,es,3,1,FALSE,2018,0.375,201,,,,536,4409944.644,712710,1269905,107608,225913.29,0,0,0,,,,,,,,389337,6726080.934
205,Barnard ES,-77.01777708,38.94823061,Elementary,es,5,4,FALSE,2018,0.508422665,332,,,,653,5385726.015,1257012.5,976850,282188,276121.81,0,0,0,,,,,,,,643084,8177898.325
206,Beers ES,-76.95560475,38.86434951,Elementary,es,2,7,FALSE,2018,0.578494624,269,,,,465,3951931.364,1656740,4440.227273,120078,190689.34,0,0,0,,,,,,,,521053,5923878.931
402,Benjamin Banneker HS,-77.02397697,38.92383242,High,hs,9,1,FALSE,2018,0.259713701,127,,,,489,3700812.111,146527.5,17760.90909,0,196849.16,690480,0,0,,,,,,,,245999,4752429.68
212,Brent ES,-77.00145985,38.88480087,Elementary,es,4,6,FALSE,2018,0.086419753,35,,,,405,3557948.344,439582.5,39962.04545,0,10100,0,0,0,,,,,,,,67795,4047592.89
213,Brightwood Education Campus,-77.03068885,38.96053539,Education Campus,campus,6,4,FALSE,2018,0.533501896,422,,,,791,6426871.055,830322.5,2373355,107608,309585.81,0,0,0,,,,,,,,817414,10047742.36
347,Brookland MS,-76.99182,38.93741,Middle,ms,7,5,FALSE,2018,0.550607287,136,,,,247,2328194.096,790467.5,97685,0,136960.93,200000,0,50666.79991,,,,,,,,263432,3603974.326
404,Browne EC,-76.97066706,38.90259855,Education Campus,campus,6,5,TRUE,2018,0.755485893,241,,,,319,3900322.841,945982.5,97685,32788,145320.68,0,0,0,,,,,,,,466817,5122099.021
296,Bruce-Monroe ES @ Park View,-77.02118567,38.93441376,Elementary,es,3,1,FALSE,2018,0.526859504,255,,,,484,4434683.726,781480,1269905,0,204768.92,0,0,0,,,,,,,,493935,6690837.646
219,Bunker Hill ES,-76.98499564,38.94201213,Elementary,es,6,5,FALSE,2018,0.512315271,104,,,,203,2065316.782,293055,97685,45258,68247.97,0,0,0,,,,,,,,201448,2569562.752
220,Burroughs ES,-76.97845637,38.93350233,Elementary,es,6,5,FALSE,2018,0.495297806,158,,,,319,3090640.71,906127.5,97685,82668,125056.29,0,0,0,,,,,,,,306046,4302177.5
221,Burrville ES,-76.92445918,38.90056543,Elementary,es,4,7,FALSE,2018,0.730113636,257,,,,352,3525781.752,390740,4440.227273,20318,141800.79,0,0,0,,,,,,,,497809,4083080.769
247,C.W. Harris ES,-76.9261155,38.8835985,Elementary,es,4,7,TRUE,2018,0.743055556,214,,,,288,2669843.85,1235417,0,0,128136.2,0,0,60484.18019,,,,,,,,414518,4093881.231
360,Cap Hill Montessori @ Logan,-77.0025627,38.89852997,Education Campus,campus,2,6,FALSE,2018,0.121621622,45,,,,370,3492723.092,293055,13320.68182,0,8950,0,0,0,,,,,,,,87165,3808048.773
454,Cardozo EC,-77.02847079,38.9221722,Education Campus,campus,8,1,TRUE,2018,0.825396825,728,,,,882,8234748.389,3304571,2259707,56644,341729.85,0,0,0,,,,,,,,1410136,14197400.24
947,Choice Academy,-77.00677595,38.91350276,Alternative,other,7,5,FALSE,2018,NA,NA,,,,5,833033.8925,293055,0,0,50,0,0,0,,,,,,,,0,1126138.893
224,Cleveland ES,-77.02270718,38.91514495,Elementary,es,3,1,FALSE,2018,0.498480243,164,,,,329,3218726.108,562562,195370,82668,138720.89,0,0,0,,,,,,,,317668,4198046.998
442,Columbia Heights EC (CHEC),-77.03585831,38.92954443,Education Campus,campus,9,1,FALSE,2018,0.645714286,904,,,,1400,10309106.51,1718475,2617652,56644,528676,457685,0,0,,,,,,,,1751048,15688238.51
455,Coolidge HS,-77.01957825,38.96728422,High,hs,9,4,TRUE,2018,0.734449761,307,,,,418,4589957.416,1631524,390740,52598,168225.01,0,0,0,,,,,,,,594659,6953031.426
405,Deal MS,-77.07519907,38.95289641,Middle,ms,7,3,FALSE,2018,0.075718016,116,,,,1532,9841178.12,1562960,195370,0,36925,0,2151570.88,0,,,,,,,,224692,13788004
349,Dorothy Height ES,-77.03087,38.94452,Elementary,es,1,4,FALSE,2018,0.462264151,245,,,,530,4954158.976,945982.5,781480,0,216208.58,0,0,0,,,,,,,,474565,6897830.056
231,Drew ES,-76.91992701,38.89599364,Elementary,es,2,7,TRUE,2018,0.768683274,216,,,,281,2676196.493,692782.5,4440.227273,45258,107016.83,0,0,0,,,,,,,,418392,3525694.05
467,Dunbar HS,-77.01469386,38.90852322,High,hs,9,5,TRUE,2018,0.767973856,470,,,,612,6231614.999,2217634,97685,56644,283601.59,0,0,0,,,,,,,,910390,8887179.589
457,Eastern HS,-76.97968429,38.89040233,High,hs,9,6,FALSE,2018,0.732851986,609,,,,831,6737411.551,2951939.5,31081.59091,68782,422762.45,0,0,154011.0499,,,,,,,,1179633,10365988.14
232,Eaton ES,-77.06582114,38.93272674,Elementary,es,5,3,FALSE,2018,0.062761506,30,,,,478,3777428.486,439582.5,195370,0,11925,0,0,0,,,,,,,,58110,4424305.986
407,Eliot-Hine MS,-76.97897792,38.89243116,Middle,ms,7,6,TRUE,2018,0.708920188,151,,,,213,2492604.993,1195562,13320.68182,0,90712.31,0,0,0,,,,,,,,292487,3792199.985
471,Ellington School of the Arts,-77.07030757,38.91344604,Art,hs,8,2,FALSE,2018,0.309481216,173,,,,559,3940755.117,439582.5,17760.90909,0,13125,3001098.611,0,0,,,,,,,,335101,7412322.137
238,Garfield ES,-76.97080478,38.85173304,Elementary,es,1,8,TRUE,2018,0.848484848,252,,,,297,3063771.513,1003812.5,4440.227273,70198,140040.84,0,0,0,,,,,,,,488124,4285223.08
239,Garrison ES,-77.02861256,38.91390096,Elementary,es,3,2,FALSE,2018,0.474509804,121,,,,255,2532809.817,1081570,195370,70198,105696.86,0,0,0,,,,,,,,234377,3985644.677
227,H.D. Cooke ES,-77.03881058,38.92394275,Elementary,es,1,1,TRUE,2018,0.563636364,248,,,,440,4738192.807,586110,781480,95138,172184.89,0,0,0,,,,,,,,480376,6377485.697
246,Hardy MS,-77.0686139,38.9155087,Middle,ms,7,2,FALSE,2018,0.236979167,91,,,,384,3483411.833,945982.5,97685,0,69133.12,0,0,0,,,,,,,,176267,4596212.453
413,Hart MS,-76.99717875,38.83773754,Middle,ms,7,8,TRUE,2018,0.87987988,293,,,,333,3622953.972,1586302,8880.454545,0,167345.04,0,0,865637.7524,,,,,,,,567541,6254439.219
258,Hearst ES,-77.07195522,38.94072231,Elementary,es,4,3,FALSE,2018,0.099688474,32,,,,321,2957055.99,906127.5,195370,0,7800,0,0,0,,,,,,,,61984,4066353.49
249,Hendley ES,-76.99918485,38.82898558,Elementary,es,1,8,FALSE,2018,0.91011236,405,,,,445,4452767.354,855617,4440.227273,95138,204768.92,0,0,0,,,,,,,,784485,5617151.502
251,Houston ES,-76.92994765,38.90541499,Elementary,es,2,7,FALSE,2018,0.802721088,236,,,,294,2767894.173,1081570,17760.90909,70198,119336.46,0,0,0,,,,,,,,457132,4056759.542
252,Hyde-Addison ES,-77.06453782,38.90801923,Elementary,es,5,2,FALSE,2018,0.059701493,20,,,,335,3003594.556,370812.5,97685,0,8225,35000,0,0,,,,,,,,38740,3515317.056
950,Inspiring Youth Program,-76.97637892,38.88343057,Alternative,other,8,7,FALSE,2018,NA,NA,,,,38,589298.0675,488425,0,12138,1200,116943,0,0,,,,,,,,0,1208004.068
339,J.O. Wilson ES,-76.99658902,38.90275767,Elementary,es,3,6,FALSE,2018,0.485322896,248,,,,511,4712836.638,1112437.5,39962.04545,95138,218873.51,0,0,0,,,,,,,,480376,6179247.693
254,Janney ES,-77.08099483,38.94755009,Elementary,es,5,3,FALSE,2018,0.023287671,17,,,,730,5252034.195,634952.5,97685,0,18050,0,549280.305,0,,,,,,,,32929,6552002
433,Jefferson Middle School Academy,-77.02291066,38.8798706,Middle,ms,7,6,FALSE,2018,0.627009646,195,,,,311,3022570.379,1063595,8880.454545,0,119336.46,0,0,0,,,,,,,,377715,4214382.293
416,Johnson MS,-76.98370368,38.85133657,Middle,ms,7,8,TRUE,2018,0.889795918,218,,,,245,2965391.595,1177587,0,0,126376.25,0,0,0,,,,,,,,422266,4271784.845
421,Kelly Miller MS,-76.93245507,38.89331503,Middle,ms,7,7,TRUE,2018,0.710648148,307,,,,432,4346513.71,1504924,31081.59091,0,195529.2,0,0,0,,,,,,,,594659,6082368.501
257,Ketcham ES,-76.98362116,38.86604236,Elementary,es,3,8,TRUE,2018,0.875816993,268,,,,306,3135935.235,488425,8880.454545,57728,135640.98,0,0,0,,,,,,,,519116,3826609.669
272,Key ES,-77.10052732,38.9268015,Elementary,es,2,3,FALSE,2018,0.031941032,13,,,,407,3401769.54,439582.5,97685,0,9925,0,0,0,,,,,,,,25181,3948962.04
259,Kimball ES,-76.95757271,38.88308276,Elementary,es,3,7,TRUE,2018,0.812339332,316,,,,389,3540043.956,712710,0,82668,154560.42,0,0,0,,,,,,,,612092,4489982.376
344,"King, M.L. ES",-76.99823899,38.84244285,Elementary,es,1,8,TRUE,2018,0.885496183,348,,,,393,4091002.981,586110,13320.68182,57728,172624.88,0,0,0,,,,,,,,674076,4924686.543
417,Kramer MS,-76.98017131,38.87128607,Middle,ms,7,8,TRUE,2018,0.903381643,187,,,,207,2403353.166,1320494,8880.454545,0,107896.8,0,0,275229.6815,,,,,,,,362219,4115854.103
261,Lafayette ES,-77.06803712,38.96662722,Elementary,es,4,4,FALSE,2018,0.028241335,22,,,,779,5785893.388,692782.5,97685,0,19000,0,568643.1115,0,,,,,,,,42614,7164004
262,Langdon EC,-76.97708186,38.92470383,Elementary,es,6,5,FALSE,2018,0.579881657,196,,,,338,3073520.22,595097.5,97685,82668,131681.09,0,0,0,,,,,,,,379652,3980651.81
370,Langley ES,-77.00589039,38.91516256,Elementary,es,4,5,FALSE,2018,0.606271777,174,,,,287,2709879.002,1551814,97685,45258,124616.3,0,0,0,,,,,,,,337038,4529252.302
264,LaSalle-Backus EC,-76.99988254,38.95997181,Education Campus,campus,6,4,TRUE,2018,0.570666667,214,,,,375,3648718.471,1202881.5,683795,70198,149280.57,0,0,0,,,,,,,,414518,5754873.541
266,Leckie ES,-77.01289191,38.82819645,Elementary,es,2,8,FALSE,2018,0.415282392,250,,,,602,5120640.652,683795,22201.13636,120078,241752.82,0,0,0,,,,,,,,484250,6188467.608
271,Ludlow-Taylor ES,-76.99649249,38.89874381,Elementary,es,1,6,FALSE,2018,0.293670886,116,,,,395,3529789.056,1257012.5,17760.90909,145018,161185.21,0,0,0,,,,,,,,224692,5110765.675
884,Luke Moore Alternative HS,-76.99231633,38.93227605,Alternative,other,9,5,FALSE,2018,NA,NA,,,,393,2251998.19,537267.5,17760.90909,64736,131681.09,0,0,434326.3199,,,,,,,,0,3437770.009
420,MacFarland MS,-77.0273425,38.9439462,Middle,ms,9,4,FALSE,2018,0.690140845,98,,,,142,1846941.098,293055,195370,0,28184.16,0,0,0,,,,,,,,189826,2363550.258
308,Malcolm X ES @ Green,-76.98339858,38.84164506,Elementary,es,2,8,TRUE,2018,0.878326996,231,,,,263,2587798.304,660247,0,0,103496.93,0,0,0,,,,,,,,447447,3351542.234
273,Mann ES,-77.08782619,38.93429197,Elementary,es,5,3,FALSE,2018,0.022277228,9,,,,404,3472932.231,293055,97685,0,9475,0,0,0,,,,,,,,17433,3873147.231
284,Marie Reed ES,-77.04052995,38.91916731,Elementary,es,3,1,FALSE,2018,0.35678392,142,,,,398,3905759.437,880911.5,781480,145018,173064.86,35000,0,0,,,,,,,,275054,5921233.797
274,Maury ES,-76.9886575,38.89218486,Elementary,es,5,6,FALSE,2018,0.143920596,58,,,,403,3586466.745,439582.5,4440.227273,0,9725,0,0,0,,,,,,,,112346,4040214.473
435,McKinley MS,-77.00412244,38.91521979,Middle,ms,8,5,FALSE,2018,0.608108108,135,,,,222,2267994.309,909826.5,35521.81818,0,98632.08,0,0,0,,,,,,,,261495,3311974.707
458,McKinley Technology HS,-77.00488219,38.9152101,High,hs,8,5,FALSE,2018,0.395931142,253,,,,639,5063672.063,341897.5,35521.81818,0,284481.56,1680585.039,0,0,,,,,,,,490061,7406157.981
280,Miner ES,-76.98290432,38.89737568,Elementary,es,5,6,FALSE,2018,0.707571802,271,,,,383,3695187.27,965910,39962.04545,82668,173064.86,0,0,0,,,,,,,,524927,4956792.175
285,Moten ES,-76.98294365,38.85665719,Elementary,es,4,8,TRUE,2018,0.881235154,371,,,,421,3836364.487,615025,0,70198,183624.55,0,0,0,,,,,,,,718627,4705212.037
287,Murch ES,-77.07007921,38.95293319,Elementary,es,1,3,FALSE,2018,0.046793761,27,,,,577,4731248.191,566182.5,195370,0,14325,0,0,0,,,,,,,,52299,5507125.691
288,Nalle ES,-76.93079651,38.88595408,Elementary,es,2,7,TRUE,2018,0.802531646,317,,,,395,4119800.631,488425,17760.90909,0,169984.95,0,0,0,,,,,,,,614029,4795971.49
290,Noyes ES,-76.99184288,38.92517765,Elementary,es,6,5,TRUE,2018,0.711229947,133,,,,187,2111125.878,945982.5,97685,57728,84112.5,0,0,0,,,,,,,,257621,3296633.878
291,Orr ES,-76.97448402,38.87179682,Elementary,es,5,8,TRUE,2018,0.786729858,332,,,,422,4229053.391,586110,4440.227273,0,182744.58,0,0,0,,,,,,,,643084,5002348.199
292,Oyster-Adams Bilingual,-77.04437725,38.9173092,Education Campus,campus,3,3,FALSE,2018,0.113569322,77,,,,678,6293424.186,1054607.5,488425,0,16850,500000,0,0,,,,,,,,149149,8353306.686
294,Patterson ES,-77.00848471,38.82696603,Elementary,es,3,8,TRUE,2018,0.854219949,334,,,,391,3584977.175,1354697.5,0,107608,175264.8,0,0,0,,,,,,,,646958,5222547.475
295,Payne ES,-76.98419491,38.88513231,Elementary,es,2,6,FALSE,2018,0.578616352,184,,,,318,2910054.618,1260711.5,26641.36364,145018,133441.04,0,0,0,,,,,,,,356408,4475866.521
301,Peabody ES,-76.99985799,38.89289599,Elementary,es,2,6,FALSE,2018,0.12,27,,,,225,2432210.229,195370,0,0,5725,0,0,0,,,,,,,,52299,2633305.229
478,Phelps ACE HS,-76.97189763,38.90199169,High,hs,8,5,FALSE,2018,0.674121406,211,,,,313,3501069.733,488425,44402.27273,24276,132561.07,0,0,0,,,,,,,,408707,4190734.075
299,Plummer ES,-76.93993468,38.88723986,Elementary,es,1,7,FALSE,2018,0.795396419,311,,,,391,3666766.164,954970,97685,107608,177464.73,0,0,0,,,,,,,,602407,5004493.894
300,Powell ES,-77.03122742,38.94153401,Elementary,es,3,4,FALSE,2018,0.495344507,266,,,,537,4583999.384,634952.5,1269905,207368,221953.41,0,0,0,,,,,,,,515242,6918178.294
316,Randle Highlands ES,-76.96435628,38.8700914,Elementary,es,2,7,FALSE,2018,0.620289855,214,,,,345,3618853.282,488425,4440.227273,70198,147960.61,0,0,0,,,,,,,,414518,4333307.119
302,Raymond EC,-77.02643266,38.93581087,Education Campus,campus,6,4,FALSE,2018,0.595238095,375,,,,630,6324455.647,781480,1396505,82668,247937.64,0,0,0,,,,,,,,726375,8839336.287
304,River Terrace SEC,-76.95752,38.89495,Special Education Center,other,6,7,FALSE,2018,1,70,,,,0,1795251.203,2928107,26641.36364,32788,54168.4,0,0,0,,,,,,,,135590,4836955.967
436,Ron Brown College Preparatory High School,-76.9326919,38.9067948,High,hs,2,7,FALSE,2018,0.904545455,199,,,,220,2670258.421,586110,4440.227273,24276,51968.46,172500,0,0,,,,,,,,385463,3509553.109
459,Roosevelt HS,-77.02777634,38.94360818,High,hs,9,4,TRUE,2018,0.857771261,585,,,,682,6280326.564,2177779,1355507,64736,215768.6,150000,0,0,,,,,,,,1133145,10244117.16
456,Roosevelt STAY,-77.02777634,38.94360818,STAY,other,9,4,FALSE,2018,NA,NA,,,,612,3082836.562,537267.5,293055,0,16250,0,0,72026.69874,,,,,,,,0,4001435.761
305,Ross ES,-77.03966215,38.91239081,Elementary,es,4,2,FALSE,2018,0.040462428,7,,,,173,1973856.154,146527.5,97685,0,4275,0,0,0,,,,,,,,13559,2222343.654
307,Savoy ES,-76.99360426,38.86285165,Elementary,es,1,8,TRUE,2018,0.790419162,264,,,,334,3181719.545,586110,0,45258,152800.46,0,0,162895.3128,,,,,,,,511368,4128783.318
409,School Without Walls @ Francis-Stevens,-77.052321,38.90746917,Education Campus,campus,9,2,FALSE,2018,0.251028807,122,,,,486,4409600.605,974897.5,195370,0,11800,0,0,0,,,,,,,,236314,5591668.105
466,School Without Walls HS,-77.04818647,38.89812379,High,hs,9,2,FALSE,2018,0.17699115,100,,,,565,4063383.6,244212.5,0,0,15025,495436,446943.9001,0,,,,,,,,193700,5265001
175,School-Within-School @ Goding,-76.99318302,38.89756466,Elementary,es,1,6,FALSE,2018,0.077181208,23,,,,298,2802558.612,1150340,4440.227273,0,7650,0,0,0,,,,,,,,44551,3964988.839
309,Seaton ES,-77.02488247,38.91061836,Elementary,es,4,6,FALSE,2018,0.508064516,189,,,,372,3429958.364,983885,586110,82668,134761,0,0,0,,,,,,,,366093,5217382.364
313,Shepherd ES,-77.03399523,38.98460295,Elementary,es,1,4,FALSE,2018,0.166219839,62,,,,373,3486015.646,390740,97685,0,9025,0,0,0,,,,,,,,120094,3983465.646
315,Simon ES,-77.000195,38.8359802,Elementary,es,4,8,TRUE,2018,0.764044944,204,,,,267,2733277.563,595097.5,13320.68182,0,131681.09,0,0,0,,,,,,,,395148,3473376.835
322,Smothers ES,-76.93846864,38.8935537,Elementary,es,5,7,TRUE,2018,0.777777778,203,,,,261,2642360.323,741625,97685,70198,123296.34,0,0,0,,,,,,,,393211,3675164.663
427,Sousa MS,-76.95315885,38.88389408,Middle,ms,7,7,FALSE,2018,0.724137931,189,,,,261,2646437.456,965910,0,0,110976.71,0,0,0,,,,,,,,366093,3723324.166
319,Stanton ES,-76.96849023,38.85927177,Elementary,es,2,8,TRUE,2018,0.8791423,451,,,,513,4457062.979,683795,0,95138,228993.2,0,0,0,,,,,,,,873587,5464989.179
321,Stoddert ES,-77.0790738,38.92304431,Elementary,es,5,3,FALSE,2018,0.075471698,32,,,,424,3734253.66,341897.5,293055,0,10875,0,0,0,,,,,,,,61984,4380081.16
428,Stuart-Hobson MS,-77.00000438,38.89629737,Middle,ms,7,6,FALSE,2018,0.335632184,146,,,,435,3786139.621,761552.5,13320.68182,0,83057.72,0,0,0,,,,,,,,282802,4644070.523
324,Takoma EC,-77.02279493,38.97504254,Education Campus,campus,6,4,FALSE,2018,0.485106383,228,,,,470,4244307,1305855,586110,120078,204328.94,0,0,0,,,,,,,,441636,6460678.94
325,Thomas ES,-76.95211091,38.90127864,Elementary,es,1,7,TRUE,2018,0.73255814,315,,,,430,4368309.094,1092510,22201.13636,107608,179664.67,0,0,0,,,,,,,,610155,5774572.9
326,Thomson ES,-77.02843003,38.903496,Elementary,es,1,2,FALSE,2018,0.429967427,132,,,,307,3056295.462,390740,683795,120078,124616.3,0,0,0,,,,,,,,255684,4375524.762
327,Truesdell EC,-77.02507158,38.95396836,Education Campus,campus,6,4,FALSE,2018,0.640990371,466,,,,727,5945202.362,976850,1494190,107608,255417.42,0,0,0,,,,,,,,902642,8779267.782
328,Tubman ES,-77.0294433,38.92919824,Elementary,es,4,1,FALSE,2018,0.625239006,327,,,,523,4454499.247,1161280,1269905,70198,237352.95,0,0,0,,,,,,,,633399,7193235.197
329,Turner ES,-76.98030993,38.84763494,Elementary,es,1,8,TRUE,2018,0.864603482,447,,,,517,5040562.675,888152.5,13320.68182,82668,202568.99,0,0,0,,,,,,,,865839,6232412.847
330,Tyler ES,-76.99204166,38.88108402,Elementary,es,3,6,TRUE,2018,0.39047619,205,,,,525,4637949.785,1334770,48842.5,70198,225913.29,0,0,0,,,,,,,,397085,6317673.575
331,Van Ness ES,-76.99914,38.87675,Elementary,es,3,6,FALSE,2018,0.222727273,49,,,,220,2212892.915,435962,4440.227273,0,4275,0,0,0,,,,,,,,94913,2657570.142
332,Walker-Jones EC,-77.01391586,38.90419176,Education Campus,campus,5,6,TRUE,2018,0.802083333,385,,,,480,4308934.089,1541080,39962.04545,95138,197729.13,0,0,0,,,,,,,,745745,6182843.264
474,Washington Metropolitan HS,-77.01558467,38.92042978,High,hs,8,1,FALSE,2018,NA,NA,,,,270,2250855.555,933374.5,4440.227273,48552,66048.03,0,0,115831.4678,,,,,,,,0,3419101.78
333,Watkins ES,-76.98999677,38.88346667,Elementary,es,2,6,FALSE,2018,0.276995305,118,,,,426,3429024.675,537267.5,31081.59091,107608,10875,0,0,43566.24379,,,,,,,,228566,4159423.01
336,West EC,-77.03225306,38.95136708,Education Campus,campus,6,4,FALSE,2018,0.484149856,168,,,,347,3607734.843,537267.5,293055,70198,131241.11,0,0,0,,,,,,,,325416,4639496.453
335,Wheatley EC,-76.98850077,38.90411741,Education Campus,campus,5,5,TRUE,2018,0.769005848,263,,,,342,3581725.455,781480,97685,57728,156320.36,0,0,250006.348,,,,,,,,509431,4924945.163
338,Whittier EC,-77.0192386,38.96585694,Education Campus,campus,6,4,FALSE,2018,0.647761194,217,,,,335,3632527.256,1383612.5,195370,82668,158520.3,0,0,0,,,,,,,,420329,5452698.056
463,Wilson HS,-77.0777752,38.95015581,High,hs,8,3,FALSE,2018,0.343839542,600,,,,1745,12388218.08,2460100,586110,72828,43875,0,153875.9232,0,,,,,,,,1162200,15705007
464,"Woodson, H.D. HS",-76.92232214,38.89678282,High,hs,9,7,TRUE,2018,0.799011532,485,,,,607,6544767.69,2286404,13320.68182,80920,288441.44,0,0,0,,,,,,,,939445,9434707.812
861,Youth Services Center,-76.98858584,38.91213926,Alternative,other,8,5,FALSE,2018,NA,NA,,,,91,1260477.519,634952.5,8880.454545,0,2400,1030650,0,0,,,,,,,,0,2937360.474